term,definition,source_glossary,math_area,scope,extraction_method,section,term_wikilink,is_stub,has_math,has_disambiguation,line_number,definition_wikilinks_count
Proper metric space,"is a metric space in which every closed ball is compact. Equivalently, if every closed bounded subset is compact. Every proper metric space is complete.",Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,P,,False,False,False,279,3
Pseudo-Riemannian manifold,,Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,P,Pseudo-Riemannian manifold,True,False,False,281,0
Quasi-convex subspace,"of a metric space $X$ is a subset $Y\subseteq X$ such that there exists $K\ge 0$ such that for all $y, y'\in Y$, for all geodesic segment $[y, y']$ and for all $z\in [y, y']$, $d(z, Y) \le K$.",Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,Q,,False,True,False,285,0
Quasigeodesic,"has two meanings; here we give the most common. A map $f: I \to Y$ (where $ I\subseteq \mathbb R$ is a subinterval) is called a quasigeodesic if there are constants $K \ge 1$ and $C \ge 0$ such that for every $ x,y\in I$ ${1\over K}d(x,y)-C\le d(f(x),f(y))\le Kd(x,y)+C.$ Note that a quasigeodesic is not necessarily a continuous curve.",Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,Q,Quasi-isometry#Quasigeodesics and the Morse lemma,False,True,False,287,0
Quasi-isometry,"A map $f:X\to Y$ is called a quasi-isometry if there are constants $K \ge 1$ and $C \ge 0$ such that ${1\over K}d(x,y)-C\le d(f(x),f(y))\le Kd(x,y)+C.$ and every point in Y has distance at most C from some point of f(X). Note that a quasi-isometry is not assumed to be continuous. For example, any map between compact metric spaces is a quasi isometry. If there exists a quasi-isometry from X to Y, then X and Y are said to be quasi-isometric.",Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,Q,Quasi-isometry,False,True,False,291,0
Radius,of metric space is the infimum of radii of metric balls which contain the space completely.,Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,R,,False,False,False,297,0
Ray,is a one side infinite geodesic which is minimizing on each interval.,Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,R,,False,False,False,299,0
Real tree,,Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,R,Real tree,True,False,False,301,0
Rectifiable curve,,Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,R,Rectifiable curve,True,False,False,303,0
Ricci curvature,,Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,R,Ricci curvature,True,False,False,305,0
Riemann,The mathematician after whom Riemannian geometry is named.,Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,R,Bernhard Riemann,False,False,False,307,0
Riemannian angle,,Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,R,Angle#Angles in Riemannian geometry,True,False,False,309,0
Riemann curvature tensor,"is often defined as the (4, 0)-tensor of the tangent bundle of a Riemannian manifold $(M, g)$ as$R_p(X, Y, Z)W = {g_p({\nabla_X \nabla_Y Z - \nabla_Y \nabla_X Z - \nabla_{[X, Y]} Z, W})},$for $p\in M$ and $X, Y, Z, W\in T_pM$ (depending on conventions, $X$ and $Y$ are sometimes switched).",Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,R,Riemann curvature tensor,False,True,False,311,0
Riemannian hyperbolic space,,Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,R,Hyperbolic space,True,False,False,313,0
Riemannian manifold,,Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,R,Riemannian manifold,True,False,False,315,0
Riemannian submanifold,A differentiable sub-manifold whose Riemannian metric is the restriction of the ambient Riemannian metric (not to be confused with sub-Riemannian manifold).,Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,R,Riemannian submanifold,False,False,False,317,0
Riemannian submersion,is a map between Riemannian manifolds which is submersion and submetry at the same time.,Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,R,Riemannian submersion,False,False,False,319,1
Scalar curvature,,Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,S,Scalar curvature,True,False,False,323,0
Second fundamental form,"is a quadratic form on the tangent space of hypersurface, usually denoted by II, an equivalent way to describe the shape operator of a hypersurface, $\text{II}(v,w)=\langle S(v),w\rangle.$ It can be also generalized to arbitrary codimension, in which case it is a quadratic form with values in the normal space.",Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,S,Second fundamental form,False,True,False,325,0
Sectional curvature,"at a point $p$ of a Riemannian manifold $M$ along the 2-plane spanned by two linearly independent vectors $u, v\in T_pM$ is the number$\sigma_p({Vect}(u, v)) = \frac{R_p(u, v, v, u)}{g_p(u, u)g_p(v, v) - g_p(u, v)^2}$where $R_p$ is the curvature tensor written as $R_p(X, Y, Z)W = {g_p({\nabla_X \nabla_Y Z - \nabla_Y \nabla_X Z - \nabla_{[X, Y]} Z, W})}$, and ${g_p}$ is the Riemannian metric.",Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,S,Sectional curvature,False,True,False,329,0
Shape operator,"for a hypersurface M is a linear operator on tangent spaces, Sp: TpM→TpM. If n is a unit normal field to M and v is a tangent vector then $S(v)=\pm \nabla_{v}n$ (there is no standard agreement whether to use + or − in the definition).",Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,S,Shape operator,False,True,False,331,0
Short map,is a distance non increasing map.,Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,S,Short map,False,False,False,335,0
Smooth manifold,,Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,S,Smooth manifold,True,False,False,337,0
Sol manifold,is a factor of a connected solvable Lie group by a lattice.,Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,S,Sol manifold,False,False,False,339,2
Spherical geometry,,Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,S,Spherical geometry,True,False,False,341,0
Submetry,"A short map f between metric spaces is called a submetry if there exists R > 0 such that for any point x and radius r < R the image of metric r-ball is an r-ball, i.e.$f(B_r(x))=B_r(f(x)). $Sub-Riemannian manifold",Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,S,,False,True,False,343,1
Symmetric space,Riemannian symmetric spaces are Riemannian manifolds in which the geodesic reflection at any point is an isometry. They turn out to be quotients of a real Lie group by a maximal compact subgroup whose Lie algebra is the fixed subalgebra of the involution obtained by differentiating the geodesic symmetry. This algebraic data is enough to provide a classification of the Riemannian symmetric spaces.,Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,S,Symmetric space,False,False,False,345,0
Systole,"The k-systole of M, $syst_k(M)$, is the minimal volume of k-cycle nonhomologous to zero.",Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,S,systolic geometry,False,True,False,347,0
Tangent bundle,,Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,T,Tangent bundle,True,False,False,351,0
Tangent cone,,Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,T,Tangent cone,True,False,False,353,0
Thurston's geometries,"The eight 3-dimensional geometries predicted by Thurston's geometrization conjecture, proved by Perelman: $\mathbb{S}^3$, $\R\times\mathbb{S}^2$, $\mathbb{R}^3$, $\mathbb{R}\times \mathbb{H}^2$, $\mathbb{H}^3$, $\mathrm{Sol}$, $\mathrm{Nil}$, and $\widetilde{PSL}_2(\R)$.",Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,T,Geometrization conjecture#The eight Thurston geometries,False,True,False,355,1
Tits boundary,,Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,T,Tits metric,True,False,False,357,0
Totally convex,"A subset K of a Riemannian manifold M is called totally convex if for any two points in K any geodesic connecting them lies entirely in K, see also convex.",Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,T,,False,False,False,359,0
Totally geodesic,submanifold is a submanifold such that all geodesics in the submanifold are also geodesics of the surrounding manifold.,Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,T,,False,False,False,361,1
Tree-graded space,,Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,T,Tree-graded space,True,False,False,363,0
Uniquely geodesic metric space,is a metric space where any two points are the endpoints of a unique minimizing geodesic.,Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,U,,False,False,False,367,1
Variation,,Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,V,Calculus of variations,True,False,False,370,0
Volume form,,Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,V,Volume form#Riemannian volume form,True,False,False,372,0
Word metric,on a group is a metric of the Cayley graph constructed using a set of generators.,Glossary of Riemannian and metric geometry,geometry_topology,primary,bare_bold,W,Word metric,False,False,False,376,1
<math>\eta</math>,"A generic point. For example, the point associated to the zero ideal for any integral affine scheme.",Glossary of algebraic geometry,geometry_topology,primary,template,!$@,,False,False,False,14,1
[X/G],"The quotient stack of, say, an algebraic space X by an action of a group scheme G.",Glossary of algebraic geometry,geometry_topology,primary,template,!$@,,False,False,False,24,1
<math>X/\!/G</math>,The GIT quotient of a scheme X by an action of a group scheme G.,Glossary of algebraic geometry,geometry_topology,primary,template,!$@,,False,False,False,27,2
P(V),"The notation is ambiguous. Its traditional meaning is the projectivization of a finite-dimensional k-vector space V; i.e., $\mathbf{P}(V) = \operatorname{Proj}(k[V]) = \operatorname{Proj}(\operatorname{Sym}(V^*))$ (the Proj of the ring of polynomial functions k[V]) and its k-points correspond to lines in V. In contrast, Hartshorne and EGA write P(V) for the Proj of the symmetric algebra of V.",Glossary of algebraic geometry,geometry_topology,primary,template,!$@,,False,True,True,53,3
Q-factorial,A normal variety is $\mathbb{Q}$-factorial if every $\mathbb{Q}$-Weil divisor is $\mathbb{Q}$-Cartier.,Glossary of algebraic geometry,geometry_topology,primary,template,!$@,,False,True,False,58,0
Spec(R),The set of all prime ideals in a ring R with Zariski topology; it is called the prime spectrum of R.,Glossary of algebraic geometry,geometry_topology,primary,template,!$@,,False,False,True,61,1
abelian,"An abelian variety is a complete group variety. For example, consider the complex variety $\mathbb{C}^n/\mathbb{Z}^{2n} $ or an elliptic curve $E$ over a finite field $\mathbb{F}_q$.",Glossary of algebraic geometry,geometry_topology,primary,template,A,,False,True,False,75,1
adjunction formula,"If D is an effective Cartier divisor on an algebraic variety X, both admitting dualizing sheaves $\omega_D, \omega_X$, then the adjunction formula says: $\omega_D = (\omega_X \otimes \mathcal{O}_X(D))|_D$.",Glossary of algebraic geometry,geometry_topology,primary,template,A,,False,True,False,79,2
affine,Affine space is roughly a vector space where one has forgotten which point is the origin,Glossary of algebraic geometry,geometry_topology,primary,template,A,,False,False,False,86,1
algebraic geometry,Algebraic geometry is a branch of mathematics that studies solutions to algebraic equations.,Glossary of algebraic geometry,geometry_topology,primary,template,A,,False,False,False,100,1
algebraic geometry over the field with one element,One goal is to prove the Riemann hypothesis. See also the field with one element and as well as .,Glossary of algebraic geometry,geometry_topology,primary,template,A,,False,False,False,103,2
